Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),P_CO2 (Pa),P_H2O (Pa),Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_18,519.8756985217176,G2,6371000,5.972e+24,101042.83897713346,42.838977133463956,1000,0.05,0.25,True,0.77,True,0.6,True,True,243.177,Success
run_16,1229.36683457092,G2,6371000,5.972e+24,111786.90423239418,10786.904232394176,1000,0.05,0.25,True,0.77,True,0.6,True,True,294.338,Success
run_20,407.60612162623227,G2,6371000,5.972e+24,101123.4704148257,123.47041482569752,1000,0.05,0.25,True,0.77,True,0.6,True,True,232.583,Success
run_23,240.31745132909788,G2,6371000,5.972e+24,101014.66075255872,14.66075255871474,1000,0.05,0.25,True,0.77,True,0.6,True,True,204.178,Success
run_19,1560.8254179655341,G2,6371000,5.972e+24,101308.00728412911,308.0072841291043,1000,0.05,0.25,True,0.77,True,0.6,True,True,331.978,Success
run_21,315.6670461483499,G2,6371000,5.972e+24,103293.9831586204,2293.983158620401,1000,0.05,0.25,True,0.77,True,0.6,True,True,223.106,Success
run_22,1325.2536005733905,G2,6371000,5.972e+24,101005.55787372791,5.557873727912774,1000,0.05,0.25,True,0.77,True,0.6,True,True,286.113,Success
run_24,204.54697817955534,G2,6371000,5.972e+24,381161.7464189177,280161.7464189177,1000,0.05,0.25,True,0.77,True,0.6,True,True,216.299,Success
run_27,305.00931100555465,G2,6371000,5.972e+24,101012.45185367727,12.451853677261097,1000,0.05,0.25,True,0.77,True,0.6,True,True,214.585,Success
run_25,1023.7311116825703,G2,6371000,5.972e+24,127409.06477595339,26409.064775953397,1000,0.05,0.25,True,0.77,True,0.6,True,True,289.836,Success
run_31,611.8680029068194,G2,6371000,5.972e+24,101002.33936255197,2.3393625519710928,1000,0.05,0.25,True,0.77,True,0.6,True,True,246.928,Success
run_26,1654.8743231102264,G2,6371000,5.972e+24,214252.2330987563,113252.23309875629,1000,0.05,0.25,True,0.77,True,0.6,True,True,356.349,Success
run_28,1807.1170623668586,G2,6371000,5.972e+24,103075.90488475574,2075.9048847557488,1000,0.05,0.25,True,0.77,True,0.6,True,True,353.404,Success
run_29,1896.8773575096889,G2,6371000,5.972e+24,156888.41460080593,55888.414600805925,1000,0.05,0.25,True,0.77,True,0.6,True,True,368.92,Success
run_30,1769.8130507455842,G2,6371000,5.972e+24,101018.78312760123,18.783127601236107,1000,0.05,0.25,True,0.77,True,0.6,True,True,340.837,Success
run_32,558.6433757577825,G2,6371000,5.972e+24,101045.48270229598,45.48270229597961,1000,0.05,0.25,True,0.77,True,0.6,True,True,247.059,Success
run_34,717.4340010513056,G2,6371000,5.972e+24,101005.19722070788,5.1972207078759025,1000,0.05,0.25,True,0.77,True,0.6,True,True,256.234,Success
run_33,1039.6090139595885,G2,6371000,5.972e+24,101149.21503400429,149.21503400428477,1000,0.05,0.25,True,0.77,True,0.6,True,True,278.843,Success
run_35,625.4236427044071,G2,6371000,5.972e+24,119054.70299665161,18054.702996651617,1000,0.05,0.25,True,0.77,True,0.6,True,True,263.975,Success
